tournament_end|tournament_id|tournament_location|tournament_name|tournament_start|tournament_type
2015-09-13 23:59|1ECB5587-F46D-4225-BA66-905F56F82DAA|Auckland, New Zealand|Auckland International 2015|2015-09-10 00:00|International Series
2015-09-13 23:59|373F4ADE-ED29-4899-8266-474278A4F9C3|Aylesbury, England|BWF Para-Badminton World Championships 2015|2015-09-10 00:00|none
2015-09-13 00:00|FFFF98FB-DB1B-4B48-B98F-5129779B5564|Klaipeda, Lithuania|Yonex Lithuanian Junior 2015|2015-09-11 00:00|Junior International Series
2015-09-20 00:00|973B646E-B33D-487A-B294-2128E38C2E8E|Yogyakarta, Indonesia|Jaya Raya Indonesia Junior International Challenge 2015|2015-09-15 00:00|Junior International Grand Prix
2015-09-20 00:00|037C469F-DB5D-401E-938B-2EFF831C4B21|Seoul, Korea|Victor Korea Open|2015-09-15 00:00|World Superseries
2015-09-20 00:00|4E8B184B-D0DB-4DAC-9058-C4561BE5EECF|Maribyrnong, Australia|2015 Victor Maribyrnong International|2015-09-16 00:00|International Series
2015-09-20 00:00|765C7914-AA43-4FB9-9CE4-88D8006EF399|Kampala, Uganda|Kampala International 2015|2015-09-17 00:00|Future Series
2015-09-20 23:59|933A9B4D-3C70-4AE8-94C3-384D200C6453|Bierun, Poland|Varcolor Polish International 2015|2015-09-17 00:00|International Series
2015-09-20 00:00|9EAEE3F2-BCCE-4FCF-A4B9-B5920E202DC2|Herstal, Belgium|Yonex Belgian Junior 2015|2015-09-18 00:00|Junior International Series
2015-09-20 23:59|A2122962-B238-4C4E-BA67-42FAA520C344|Пазарджик, Bulgaria|Пети - национален турнир по бадминтон пазарджик 2015|2015-09-19 00:00|none
2015-09-26 23:59|41FADC9B-841B-4AF6-B5FC-FCEB647F9DA5|Helsingborg, Sweden|BWF World Senior Championships|2015-09-20 00:00|BWF Events
2015-09-26 00:00|60E432E1-5BB1-4317-9571-99AB33E759DA|Sydney, Australia|2015 Sydney International|2015-09-22 00:00|International Challenge
2015-09-25 23:59|36B3C6DB-2BC7-4369-B6D1-EFCFB38CC675|LIMA, VILLA EL SALVADOR, Peru|IV RANKING NACIONAL FDPB 2015|2015-09-23 00:00|none
2015-09-26 00:00|07257295-1B5B-474A-A62D-83C2BD6B1C11|Ulaanbatar, Mongolia|Altai Holding- Apacs International Series 2015|2015-09-23 00:00|International Series
2015-09-26 00:00|4E2EB606-95C8-4086-8091-17ED6D5225A4|Prague, Czech Republic|FZ Forza Prague Open 2015|2015-09-23 00:00|International Challenge
2015-09-27 00:00|8DDF3AEA-987F-4024-8AB0-A4414A7C87E6|Medellin , Colombia|VI Colombia Internacional 2015|2015-09-23 00:00|International Series
2015-09-27 00:00|081BF5E4-C481-4C59-AEB8-46AC012BAD18|Addis Abeba, Ethiopia|Ethiopia International 2015|2015-09-24 00:00|International Series
2015-09-27 00:00|B8B25C0A-26BD-4DE9-94CD-8B90AA7BE8E6|Geneva, Switzerland|Swiss Junior Open 2015|2015-09-24 00:00|Junior International Challenge
2015-10-04 00:00|E4857758-9954-4BFC-BBE5-D24113FDE1DC|Bangkok, Thailand|SCG Thailand Open|2015-09-29 00:00|Grand Prix Gold
2015-10-03 00:00|E9E3A9B4-0468-49BA-ACD5-CC295D6B1BF7|Sofia, Bulgaria|Babolat Bulgarian International 2015|2015-09-30 00:00|International Challenge
2015-10-03 00:00|8CA2AE0E-C846-4432-9F4B-A725AA531580|Abuja, Nigeria|Nigeria International 2015|2015-09-30 00:00|International Series
2015-10-04 00:00|E8C60602-BEAA-44E0-999E-6E0BF22C1D1B|Da Nang, Vietnam|Kawasaki - Tran Local Foods Vietnam International Series 2015|2015-09-30 00:00|International Series
2015-10-04 00:00|CE39A36E-3A52-4595-81B5-1585AC4133AB|Puerto la Cruz , Venezuela|Venezuela Junior International 2015|2015-10-01 00:00|Junior Future Series
2015-10-04 00:00|73DD1879-FC6A-483C-8967-D16C18183D5D|Dubrovnik, Croatia|Valamar Junior Open 2015|2015-10-02 00:00|Junior International Series
2015-10-04 23:59|D88C7982-C56C-4A22-853E-538B7E54D6BF|Opatija, Croatia|Adria Youth International 2015|2015-10-02 00:00|none
2015-10-04 23:59|003DB0DB-F7DA-45E8-A617-7FFC8CB7B18F|Opatija, Croatia|Adria Masters International 2015|2015-10-03 00:00|none
2015-10-11 00:00|E65D6F33-A17F-461A-BAB0-2048BE7147A3|Almere, Netherlands|Yonex Dutch Open|2015-10-06 00:00|Grand Prix
2015-10-11 23:59|0078DAA9-6831-4F3E-9465-FBEB9C829F83|Kudus, Indonesia|Blibli.com Badminton Asia U17 & U15 Junior Championships 2015|2015-10-07 00:00|none
2015-10-11 00:00|61B2B343-B7C8-494D-9A21-7E57F1E5112C|Calgary , Canada|Canada Junior International 2015|2015-10-08 00:00|Junior Future Series
2015-10-11 00:00|57E77681-625E-4C67-B5C9-2A32675B1068|Gentofte, Denmark|Danish Junior Cup 2015|2015-10-08 00:00|Junior International Series
2015-10-11 00:00|72D9F6AA-93F6-43FA-9493-6C1CCB2BEE21|Neuquen , Argentina|IV Argentina International 2015|2015-10-08 00:00|International Series
2015-10-12 23:59|2D67E4F9-9E23-4805-A668-7EBCBE27CA59|Kingston , Jamaica|All Jamaica Junior 2015|2015-10-09 00:00|none
2015-10-14 23:59|4D9680EE-2DDE-49D3-AD86-AFBF69879362|PRETORIA, South Africa|SA OPEN|2015-10-10 00:00|none
2015-10-18 00:00|A3A8DC07-E583-4438-B0C5-ABB2AAF92065|Taipei, Chinese Taipei|Chinese Taipei Grand Prix|2015-10-13 00:00|Grand Prix
2015-10-18 00:00|E4410764-3F53-4BE8-9FCF-51A92DC74D74|Odense, Denmark|Yonex Denmark Open|2015-10-13 00:00|World Superseries Premier
2015-10-18 00:00|154581A6-6E94-42FF-8387-D2BA4886D2D8|TBC, Chile|Chile International Challenge  2015|2015-10-14 00:00|International Challenge
2015-10-18 00:00|5297FF5A-C4EC-45D7-B7D5-C6D7FB1092E1|Cairo, Egypt|Egypt International 2015|2015-10-15 00:00|Future Series
2015-10-18 00:00|3432E702-72EF-44AE-A36F-6559B6309E49|Yverdon-les-Bains, Switzerland|Swiss International 2015|2015-10-15 00:00|International Challenge
2015-10-18 00:00|F50FA69E-3919-486F-82D7-AC5DD4A5C33C|Mirna, Slovenia|21. Slovenia Junior 2015|2015-10-16 00:00|Junior International Series
2015-10-18 23:59|FE204D73-5EF3-4D95-9E1C-E2A35FD7E00B|Lima, Peru|I Peru Para-Badminton Internacional|2015-10-16 00:00|none
2015-10-20 23:59|60525AB5-FDD7-41CA-A17F-BD6F56B4E653|TEMUCO, Chile|Nacional Adulto 2015|2015-10-19 00:00|none
2015-10-25 00:00|3462A843-4C3C-4CFD-A417-E905A95CE661|Paris, France|Yonex French Open|2015-10-20 00:00|World Superseries
2015-10-25 00:00|522A9EE2-A289-4A9D-A406-A3EA4F58136F|Sao Paulo, Brazil|30º Brazil International Badminton Cup|2015-10-21 00:00|International Series
2015-10-24 00:00|405FDB2E-584E-4E78-8481-207964A84DA9|Kibutz Hatzor, Israel|Hatzor International 2015|2015-10-22 00:00|Future Series
2015-10-25 00:00|0D00D58C-3DE0-42A7-9E64-89334F2C3185|Casablanca, Morocco|Morocco International 2015|2015-10-22 00:00|none
2015-10-25 00:00|37ECD3AB-60EE-460F-98D3-55920CC02DA8|Espoo, Finland|Finnish Junior 2015|2015-10-23 00:00|Junior International Series
2015-10-25 23:59|F6DBA6FE-BEB7-4E27-A7A2-5F2643E8649B|lima, Peru|Campeonato Nacional Infantil-Juvenil 2015|2015-10-23 00:00|none
2015-11-01 00:00|7424B11B-7C9E-450D-84D5-48D8A5105EF5|Saarbrucken, Germany|Bitburger Open|2015-10-27 00:00|Grand Prix Gold
2015-10-31 00:00|A68C6711-5A60-4376-BC9B-253A6DCAAD8C|Noumea, New Caledonia|2015 New Caledonia International|2015-10-28 00:00|International Series
2015-11-01 00:00|89C65F89-75B2-4C8C-A56D-561BC8B87264|Isa Town, Bahrain|Victor- Rayan Sports Bahrain International Series 2015|2015-10-28 00:00|International Series
2015-11-01 00:00|35A1C84F-C11B-49CE-84D0-DA6FA462DF8F|Budaors, Hungary|40th Yonex Hungarian International 2015|2015-10-29 00:00|International Series
2015-11-01 00:00|002E8FD6-7C3A-438D-A0B2-DC9DB1A30AAA|Trencin, Slovakia|Yonex Slovak Junior 2015|2015-10-30 00:00|Junior International Series
2015-11-01 23:59|472E7FE1-1920-4FDE-A268-679E48062058|Kingston, Jamaica|All Jamaica Senior and Masters Badminton Championships 2015|2015-10-30 00:00|none
2015-11-07 00:00|F08BA8D1-EB4E-4727-A979-B72D54E1A953|Isa Town, Bahrain|Bahrain International Challenge 2015|2015-11-03 00:00|International Challenge
2015-11-08 00:00|8F8CB674-5B18-413D-95AA-DAA3D67D22C1|Jeonju City, Korea|Jeonju Victor Korea Masters|2015-11-03 00:00|Grand Prix Gold
2015-11-08 00:00|BC77D606-0CB4-4EF2-9B28-F712DDFD5C7D|Lima, Peru|World Junior Mixed Team Championships 2015|2015-11-04 00:00|BWF Events
2015-11-08 00:00|74FDE07F-11AE-449A-B2C1-D398D7B12193|Nicosia, Cyprus|Cyprus Junior 2015|2015-11-06 00:00|Junior International Series
2015-11-15 00:00|42E35895-C3EC-41AA-82F8-9ABC98E4C8A5|Lima , Peru|BWF World Junior Championships 2015|2015-11-10 00:00|BWF Events
2015-11-15 00:00|9B1EB66F-F531-40FD-88EC-3348EFE76F66|Alor Setar, Malaysia|Maybank Malaysia International Challenge Badminton Championships 2015|2015-11-10 00:00|International Challenge
2015-11-15 00:00|04C5CA11-E6F6-42A9-9D9A-0375D903F24E|Fuzhou, China|Thaihot China Open|2015-11-10 00:00|World Superseries Premier
2015-11-14 00:00|E5A79E53-C722-4ED9-B772-C07BD8192B59|San Juan , Puerto Rico|Puerto Rico International Series 2015|2015-11-12 00:00|International Series
2015-11-15 00:00|7FEE9BC4-65E2-4C59-B5C6-6278BB1EE4D4|Sandefjord, Norway|Norwegian International 2015|2015-11-12 00:00|International Series
2015-11-22 00:00|6BB500D7-4F73-4DC4-A334-EB10104B79DB|Singapore, Singapore|OUE Singapore Youth International Series 2015|2015-11-16 00:00|Junior International Series
2015-11-21 00:00|A72F37AF-8AD4-4C29-A014-6D7B545CD9B9|Paramaribo , Suriname|IX Suriname International 2015|2015-11-17 00:00|International Series
2015-11-22 00:00|4CA13689-EE4F-470E-99E6-6217CD896239|Kowloon, Hong Kong|YONEX-SUNRISE Hong Kong Open|2015-11-17 00:00|World Superseries
2015-11-22 00:00|A021D6E8-C8D4-458D-8791-201B81EF7BCE|Glasgow, Scotland|2015 Scottish Open Grand Prix|2015-11-18 00:00|Grand Prix
2015-11-22 00:00|8A83EC55-5F2E-4642-8EA7-DE13D662A8A2|Helsinki, Finland|Finnish International 2015|2015-11-19 00:00|International Series
2015-11-22 00:00|00B89E80-5F9C-4977-BDAC-8E8776238AC9|Orlova-Lutyne, Czech Republic|Czech Junior 2015|2015-11-20 00:00|Junior International Series
2015-11-29 00:00|B70248BF-6B61-4560-B9C6-EE95650C9DDB|Gwangju Metropolitan City, Korea|Yonex Korea Junior Open Badminton Championships 2015|2015-11-23 00:00|Junior International Series
2015-11-29 00:00|C20101E3-6AD4-46EA-AF21-0F154A195D34|Macau, Macau|Macau Open|2015-11-24 00:00|Grand Prix Gold
2015-11-29 00:00|46509959-0C51-4D97-8874-E86A12EEB2F5|Rio de Janeiro, Brazil|YONEX Brasil Open 2015|2015-11-24 00:00|Grand Prix
2015-11-28 00:00|44B658D0-1E4E-468C-ADA9-F73B8194E19E|Cardiff, Wales|Yonex Welsh International 2015|2015-11-25 00:00|International Challenge
2015-11-29 00:00|C5B3BA52-E768-4F66-9D42-B774BC481404|Lusaka, Zambia|Zambia International 2015|2015-11-26 00:00|International Series
2015-11-29 00:00|58520663-661E-47F4-906D-B2B127F3BC17|Caldas da Rainha, Portugal|VII Portuguese Junior 2015|2015-11-27 00:00|Junior International Series
none|19D35995-B03F-41E8-9B05-D2F038494935|Male, Maldives|42nd National & 7th Atoll League Badminton Tournament 2015|2015-12-01 00:00|none
2015-12-05 00:00|ACD42BC1-B980-457F-9CD1-35F39BCBC447|Dhaka, Bangladesh|Yonex -Sunrise Bangladesh Open International Badminton Challenge 2015|2015-12-01 00:00|International Challenge
2015-12-05 00:00|3D25B618-345D-4C64-98F7-D3E423678CD1|Orlando , U.S.A.|YONEX USA International 2015|2015-12-01 00:00|International Challenge
2015-12-06 00:00|4A8A3A43-948B-46F8-8C90-C1B980DE6179|Malang, Indonesia|Yonex Sunrise Indonesian Masters 2015|2015-12-01 00:00|Grand Prix Gold
2015-12-05 00:00|8E1EC75F-91E1-4024-9767-DBCCD22CF38F|Dublin, Ireland|Irish Open 2015|2015-12-02 00:00|International Challenge
2015-12-06 00:00|6A36B5B0-BA3F-4AEE-96BA-E0C02C5CC9E3|Cape Town, South Africa|South Africa International 2015|2015-12-03 00:00|International Series
2015-12-06 00:00|FB2ABB4F-682E-4048-858F-258C6A9C5BC1|Tartu, Estonia|Yonex Estonian Junior 2015|2015-12-04 00:00|Junior International Series
2015-12-08 23:59|4E53B878-4EFA-418D-BB9D-E3887FD0A4E7|Singapore, Singapore|8th Asean Para Games 2015|2015-12-04 00:00|none
2015-12-12 00:00|0C6484EF-3EC1-492F-9F90-2677857F3996|Orange, U.S.A.|2015 K&D Graphics / Yonex Grand Prix|2015-12-07 00:00|Grand Prix
2015-12-11 00:00|705DF65F-FCA1-4EC7-ACEE-12892B77B4EB|Milano, Italy|Yonex Italian International 2015|2015-12-08 00:00|International Challenge
2015-12-13 00:00|CA160B94-64E2-4C8A-8E18-9E269E9A46EB|Dubai, United Arab Emirates|Dubai World Superseries Finals 2015|2015-12-09 00:00|World Superseries Premier
2015-12-13 00:00|F5A6A51C-582F-496B-A19A-0016DACC14CC|Mumbai, India|TATA Open India International Challenge 2015|2015-12-09 00:00|International Challenge
2015-12-13 00:00|F32E05A2-7206-4B62-8934-E31CD535FE8C|Gaborone, Botswana|Botswana International 2015|2015-12-10 00:00|International Series
2015-12-20 00:00|80F09D84-19CE-473D-985A-282E323A8288|Mexico City, Mexico|Mexico City Grand Prix|2015-12-15 00:00|Grand Prix
2015-12-20 00:00|76A31CD2-FE09-4E4C-BC34-50BE766CD16A|Mersin, Turkey|Mersin Turkey International 2015|2015-12-17 00:00|International Challenge
2016-01-17 00:00|4EE0960D-D31F-4775-A32C-3370848F8781|Tallinn, Estonia|YONEX Estonian International 2016|2016-01-14 00:00|International Series
2016-01-24 00:00|65276591-A0C4-43C5-838B-211CB925B88E|Hainan, China|China International Challenge 2016|2016-01-19 00:00|International Challenge
2016-01-24 00:00|533DB455-B5B8-4D37-A32E-1D329872A730|Bangkok, Thailand|Granular - Pay Paid Junior Open 2016|2016-01-19 00:00|Junior International Series
2016-01-24 00:00|C25E58BA-9DC6-4161-B20A-16FD377EDD0D|Penang, Malaysia|Victor Far East Malaysia Masters|2016-01-19 00:00|Grand Prix Gold
2016-01-23 00:00|88F10E40-F76B-4D20-A62B-31C6DBC1E00B|Lubin, Poland|Artengo Polish Junior 2016|2016-01-20 00:00|Junior International Challenge
2016-01-23 23:59|E5E22A37-A40A-45AA-BEF1-2F8A0D68AF4E|Ulaanbaatar, Mongolia|Amateur national championship|2016-01-20 00:00|none
2016-01-24 00:00|A6189AA6-D097-49B9-B158-A84E7343EEC7|Uppsala, Sweden|Swedish Masters 2016|2016-01-21 00:00|International Challenge
2016-01-31 00:00|89E5ADD3-26AA-43CE-8700-78358629CC2D|Lucknow, India|Syed Modi International Badminton Championships 2016|2016-01-26 00:00|Grand Prix Gold
2016-01-31 00:00|185A87E8-457F-4111-A262-FE510F677AFF|Reykjavik, Iceland|Iceland International 2016|2016-01-28 00:00|International Series
2016-02-07 00:00|38E69CF4-B092-4EBE-937D-CEC46BFEED97|Manhattan Beach , U.S.A.|MBBC USA International 2016|2016-02-04 00:00|International Series
2016-02-13 00:00|341B7520-3D70-494C-9D4F-7E006CD82CB8|Bangkok, Thailand|Princess Sirivannavari Thailand Masters 2016|2016-02-08 00:00|Grand Prix Gold
2016-02-14 00:00|453BA4D4-48B4-4E25-BD25-A9F611B98BDC|Pecs, Hungary|6th Multi Alarm Hungarian Junior 2016|2016-02-11 00:00|Junior International Series
2016-02-14 00:00|0ACCA2DA-DC44-416A-A75B-36322C47F4BE|Rose Hill, Mauritius|Rose Hill International 2016|2016-02-11 00:00|Future Series
2016-02-21 23:59|B1A7006D-7CB5-4080-9058-430AACDD0962|Hyderabad, India|Happening Hyderabad Badminton Asia Team Championships 2016|2016-02-15 00:00|BWF Events
2016-02-18 23:59|228D996A-DE74-4EC7-B7E2-CE8EF10FAC8A|Auckland, New Zealand|2016 Oceania Mixed Team Championships|2016-02-16 00:00|BWF Events
2016-02-19 23:59|64F46CD4-9310-4985-93C3-97662C3DF3AB|Rose Hill, Mauritius|Africa Continental Team Championships 2016|2016-02-16 00:00|BWF Events
2016-02-21 00:00|72D3748F-AFC7-4581-AC7F-4E601EC3939D|Kazan, Russia|2016 European Men's & Women's Team Championships|2016-02-16 00:00|BWF Events
2016-02-20 23:59|C26857F6-05E3-43A5-808D-CD623F3F761A|Guadalajara , Mexico|Pan Am Team Continental Championships 2016|2016-02-17 00:00|BWF Events
2016-02-20 23:59|0911CC49-02FB-4CF2-B553-1E501009FCB3|Auckland, New Zealand|2016  Oceania Men's and Women's Team Championships|2016-02-19 00:00|BWF Events
2016-02-21 00:00|B3A89FB1-7C08-4E29-A4BB-F40FCFA93047|Oviedo, Spain|XI Spanish Junior 2016|2016-02-19 00:00|Junior International Series
2016-02-21 23:59|2E3625FC-8F57-40B5-BD7E-D4056B9DAE0A|Kazan , Russia|2016 European U15 Championships|2016-02-19 00:00|Continental Junior Individual Championships
2016-02-27 23:59|AA09FA43-D45E-4559-BED5-7A154B86F958|Vienna, Austria|Austrian Open 2016|2016-02-24 00:00|International Challenge
2016-02-28 00:00|3FE1E0A5-4449-47E0-AEB7-4BD8DB2622B8|Guatemala , Guatemala|Herbalife International Series, Guatemala 2016|2016-02-24 00:00|International Series
2016-02-28 00:00|B93B3D1B-AB37-4E86-A677-03474DFA6EF2|Kampala, Uganda|Uganda International 2016|2016-02-25 00:00|International Series
2016-03-06 00:00|71618939-AC78-4ECB-B7A9-B1300A806E30|Mulheim an der Ruhr, Germany|YONEX German Open|2016-03-01 00:00|Grand Prix Gold
2016-03-06 00:00|779EFDA3-8666-47DC-AEFE-A98F37796787|Haarlem, Netherlands|YONEX Dutch Junior 2016|2016-03-02 00:00|Junior International Grand Prix
2016-03-06 00:00|640A3402-43F7-43C7-9FCD-C0E77129ED80|Lima , Peru|II Peru International Series 2016|2016-03-03 00:00|International Series
2016-03-11 00:00|5B9088ED-5DB9-40E7-98B9-C6B76506E488|Lima , Peru|III Peru Junior International 2016|2016-03-08 00:00|Junior Future Series
2016-03-13 00:00|EA417436-F4B0-4DA1-9FF4-7CB910F51658|Birmingham, England|YONEX All England Open|2016-03-08 00:00|World Superseries Premier
2016-03-13 00:00|6E25FD85-D65F-4E18-830D-4030F37129AA|Sao Paulo, Brazil|31º BRAZIL INTERNATIONAL BADMINTON CUP 2016|2016-03-09 00:00|International Challenge
2016-03-13 00:00|476955F2-8BEB-4418-9F2A-FE01ACF2B578|Caldas da Rainha, Portugal|51st Portuguese International 2016|2016-03-10 00:00|International Series
2016-03-13 00:00|AC661B21-4D49-45E2-83A1-64A77BDDF8E8|Berlin, Germany|YONEX German Junior 2016|2016-03-10 00:00|Junior International Grand Prix
2016-03-20 23:59|075F0541-8BD9-4517-9F72-287E68CBB000|Basel, Switzerland|Swiss Open|2016-03-15 00:00|Grand Prix Gold
2016-03-19 23:59|D4669DA3-BF00-406C-8728-0D0220735156|Abuja, Nigeria|Abuja International 2016|2016-03-16 00:00|Future Series
2016-03-20 00:00|0953E26B-6BD6-41F3-9BF9-B81D6287F39E|Kingston, Jamaica|II Jamaica International 2016|2016-03-17 00:00|International Series
2016-03-20 00:00|714B9491-1721-42E4-A7EE-E354B1564772|Hamilton, New Zealand|Maurice's Pools and Spas  Waikato International 2016|2016-03-17 00:00|Future Series
2016-03-20 00:00|A111B5D0-BA31-4FD4-847F-97EE12703576|Timisoara, Romania|Romanian International 2016|2016-03-17 00:00|International Series
2016-03-21 23:59|65F21B02-2780-41F5-98DB-ABDFF7F8A673|Lubin, Poland|2016 European U17 Team Championships|2016-03-17 00:00|Continental Junior Individual Championships
2016-03-25 23:59|A58C03C3-B5FF-4651-AD17-70ADC3AD934F|Lubin, Poland|2016 European U17 Championships|2016-03-21 00:00|Continental Junior Individual Championships
2016-03-27 00:00|2F65CB03-F736-4C3E-A3BB-86ED37264EC6|Auckland, New Zealand|SKYCITY New Zealand Open|2016-03-22 00:00|Grand Prix Gold
2016-03-26 23:59|0D9E4775-6B43-414F-B1BD-4DCA35C68A33|Warsaw, Poland|YONEX Polish Open 2016|2016-03-23 00:00|International Challenge
2016-03-27 00:00|D6B1F0FF-9BF2-446C-BD59-A7137E96AE4D|Cotonou, Benin|Benin International 2016|2016-03-24 00:00|Future Series
2016-03-27 00:00|C5CD07EC-E54E-4E4A-AFAB-944E70BE019D|La Habana , Cuba|XVII Giraldilla International|2016-03-24 00:00|International Series
2016-03-28 23:59|C51DED58-107E-48A6-A1F6-169BB97D56FF|Edegem, Belgium|Victor U17 OLVE 2016|2016-03-26 00:00|none
2016-04-03 23:59|B0BE4A8A-DD7C-4C88-A745-42D3D22ADEE8|New Delhi, India|YONEX SUNRISE India Open|2016-03-29 00:00|World Superseries
2016-04-03 00:00|D30A73ED-5057-461F-BD8A-FD69213BC510|Abidjan, Ivory Coast|Ivory Coast International 2016|2016-03-31 00:00|Future Series
2016-04-03 23:59|7644711B-290D-4DDF-B714-3F70C8A21C8F|Orleans, France|Orleans International 2016|2016-03-31 00:00|International Challenge
2016-04-03 23:59|F2B3D767-A9E0-4A33-9E36-870C5B48D302|Milan, Italy|YONEX Italian Junior 2016|2016-04-01 00:00|Junior International Series
2016-04-10 00:00|990E6107-082C-4213-9BD3-275899B78F26|Shah Alam, Malaysia|CELCOM AXIATA Malaysia Open|2016-04-05 00:00|World Superseries Premier
2016-04-09 23:59|6BD9B937-0085-4069-AF63-9C3CEB1F074B|Rishon Le Zion, Israel|Li ning Israel Junior 2016|2016-04-07 00:00|Junior International Series
2016-04-09 23:59|A62A2B6C-251F-4BA4-B205-83D6B0716296|rishon le zion, Israel|Li-Ning Israel Youth International 2016|2016-04-07 00:00|none
2016-04-10 00:00|AF3E9D58-E253-4854-BE01-A7C1669A16D8|Lusaka, Zambia|Lusaka International 2016|2016-04-07 00:00|Future Series
2016-04-10 23:59|6100B10A-C4A8-4AAE-8128-5860CABA66CE|Konya, Turkey|2nd Turkish Para-Badminton International 2016|2016-04-07 00:00|none
2016-04-10 23:59|CDCB2B00-B1BC-4BA7-AFD4-6EE3A60A33A0|Vantaa, Finland|Finnish Open 2016|2016-04-07 00:00|International Challenge
none|3FC4B3D9-49F0-494E-B2D8-39F04CD0145F|Timisoara, Romania|Campionatele Universitare ale Romaniei|2016-04-09 00:00|none
2016-04-17 23:59|9711F8AD-3CF5-4664-8D85-373DB957B215|Singapore City, Singapore|OUE Singapore Open|2016-04-12 00:00|World Superseries
2016-04-17 00:00|76695FC4-98E8-4427-994C-E566D82CD22F|Gaborone, Botswana|Gaborone International 2016|2016-04-14 00:00|Future Series
2016-04-17 23:59|0048BE93-01A5-441E-9AA4-A1CA2C720C7B|Zagreb, Croatia|Victor Croatian International 2016|2016-04-14 00:00|Future Series
2016-04-17 23:59|4090BF23-C90C-449F-AE9C-44BE9DD591B2|Lima, Peru|XXI PERU INTERNATIONAL 2016|2016-04-14 00:00|International Challenge
2016-04-24 00:00|83D2E550-32EB-4470-A658-A25844D0DDE1|Pretoria, South Africa|2016 All Africa Junior Championships|2016-04-18 00:00|Continental Junior Individual Championships
2016-04-23 00:00|47EE7470-FA3E-4FA1-A07D-68C662A42436|Temuco, Chile|Chile International Series 2016|2016-04-19 00:00|International Series
2016-04-24 00:00|34B879DC-1948-47E1-9E25-6CD469CC9E9D|Jiangsu, China|Bonny China Masters|2016-04-19 00:00|Grand Prix Gold
2016-04-24 00:00|3D13B00E-75D3-42CA-A83E-6CFD2AD2D2A7|Papeete, French Polynesia (Tahiti)|Tahiti Phone International Challenge 2016|2016-04-21 00:00|International Challenge
2016-04-24 00:00|CCB681E0-423B-49C5-88D9-74DE8001A11C|Wateringen, Netherlands|Victor Dutch International 2016|2016-04-21 00:00|International Series
2016-04-24 23:59|279A19C8-DFC9-41C1-B2C5-3CEC828E2E7D|Sidirokastro, Greece|Hellas Junior 2016|2016-04-22 00:00|Junior International Series
2016-04-27 23:59|0F4D9647-DD5E-4C3F-BF4F-F2A54FA391DC|Campinas , Brazil|XX Pan American Badminton Championships Team Event 2016|2016-04-25 00:00|BWF Events
2016-04-28 00:00|7476FF0B-91D1-441C-B7FB-CF6187F14920|Papeete, French Polynesia (Tahiti)|2016 Oceania Individual Championships|2016-04-26 00:00|Continental Individual Championships
2016-05-01 00:00|79570B8E-D2AA-401B-96B5-D873594B6690|Wuhan, China|Dong Feng Citroen Badminton Asia Championships 2016|2016-04-26 00:00|Continental Individual Championships
2016-05-01 23:59|F4ACEEE9-BE56-468D-A79F-3F78F0D19B57|La Roche sur Yon, France|2016 European Championships|2016-04-26 00:00|Continental Individual Championships
2016-05-01 23:59|DF344643-4957-42C6-ADE1-B2AA68B54B05|Campinas, Brazil|XX Pan Am Individual Championships 2016 (Non WR Event)|2016-04-28 00:00|Continental Individual Championships
2016-05-08 00:00|C3C25516-50F2-44A2-9B09-B7035C807674|Sidirokastro, Greece|Hellas Open 2016|2016-05-05 00:00|International Series
2016-05-08 23:59|BFF76E57-CF25-4C2F-9C66-E2FCE5B977B9|Tehran, Iran|26th Iran Fajr International Challenge 2016 (CANCELLED)|2016-05-05 00:00|International Challenge
2016-05-08 23:59|C144F7CF-642F-4EE4-A633-FF412614E70C|Улаанбаатар, Mongolia|Өсвөрийн УАШТ 2016|2016-05-06 00:00|none
2016-05-15 23:59|4273C0CA-EB81-4FB3-8DBB-A58B709E934B|Surabaya, Indonesia|Walikota Surabaya Victor International Series 2016|2016-05-09 00:00|International Series
2016-05-15 23:59|71D34591-10D4-4B24-B6F0-B97D2D5BFFE6|Medvode, Slovenia|Slovenia International 2016|2016-05-12 00:00|International Series
2016-05-22 23:59|98FF39E5-3CE5-4D78-A9E6-4199026B3C5D|Kunshan, China|TOTAL BWF Thomas & Uber Cup Finals 2016|2016-05-15 00:00|BWF Events
2016-05-22 00:00|59DEA115-5096-4CDE-8C45-13C906F75485|Trang, Thailand|Smiling Fish International Challenge 2016|2016-05-17 00:00|International Challenge
2016-06-05 23:59|B292274E-AED9-4660-8C1A-B8A44546EB89|Jakarta, Indonesia|BCA Indonesia Open|2016-05-30 00:00|World Superseries Premier
2016-06-05 00:00|F2CECBAE-24CA-4C95-A485-B6A42582189F|Hanoi, Vietnam|Ciputra Hanoi - Yonex Sunrise Vietnam International Challenge 2016|2016-05-31 00:00|International Challenge
2016-06-05 23:59|806821BE-4218-466B-AF73-E5B6AEFA3D3F|Jelgava, Latvia|YONEX Latvia International 2016|2016-06-02 00:00|Future Series
2016-06-12 23:59|0F2C2C7A-497D-4F59-A5A6-5EA0546C3DE4|Sydney, Australia|XIAMENAIR Australian Badminton Open|2016-06-07 00:00|World Superseries
2016-06-12 23:59|43BD1AB6-E077-4BF2-A09E-DB68638BA5AE|Kaunas, Lithuania|YONEX Lithuanian International 2016|2016-06-09 00:00|Future Series
