tournament_end|tournament_id|tournament_location|tournament_name|tournament_start|tournament_type
2018-09-23 23:59|365A9B41-9F26-4156-A462-BC9851E8C43B|Sydney, Australia|Sydney International 2018|2018-09-19 00:00|International Series
2018-09-23 23:59|154D70E6-60F5-4128-A953-21916869EC17|Bierun, Poland|Polish International 2018|2018-09-20 00:00|International Series
2018-09-23 23:59|EEB73F6F-8A08-4833-A96C-FE805157072A|Ankara, Turkey|Turkey U17 Open 2018|2018-09-20 00:00|none
2018-09-23 23:59|47E000F2-B3E9-4BF9-B449-EA6F738C5213|Herstal, Belgium|Yonex Belgian Junior 2018|2018-09-21 00:00|Junior International Series
2018-09-30 23:59|69AEA0D3-51D7-4C9A-A076-D6E4D5195C9C|Guadalajara, Spain|2018 European Senior Championships|2018-09-24 00:00|none
2018-09-30 23:59|64F74681-A9A8-487F-8C60-E1F23803BB7E|Seoul, Korea|VICTOR Korea Open 2018|2018-09-25 00:00|HSBC BWF World Tour Super 500
2018-09-30 23:59|6BB237EC-2EC6-44F3-A7ED-0B6F8ECCDA23|Dubai, United Arab Emirates|Dubai Junior International Series 2018|2018-09-26 00:00|Junior International Series
2018-09-30 23:59|36FA386F-1BBF-41BC-8781-FB692E440BAB|Tokyo, Japan|Hulic • Daihatsu Japan Para-Badminton International 2018|2018-09-26 00:00|none
2018-09-30 23:59|ABAC6FB2-6E72-4941-B9D2-50803FF01BF7|Guatemala, Guatemala|V HERBALIFE International Series Mayor 2018|2018-09-26 00:00|International Series
2018-09-30 23:59|3EC85205-0947-4465-BB6F-47DCCDBDC454|Brno, Czech Republic|LI NING Czech Open 2018|2018-09-27 00:00|International Challenge
2018-09-30 23:59|27F7ED1F-3BC9-4D7F-BB38-B9952EC499F9|Saint Louis, France|3 Borders International Junior 2018|2018-09-28 00:00|Junior International Series
2018-09-30 23:59|CE645196-9107-490C-AC96-6BB809D65766|Zamarovce - Trencin, Slovakia|Slovak Youth U17 2018|2018-09-28 00:00|none
2018-10-07 23:59|523328B0-33FA-41F5-A87D-798297C2D638|Taipei City, Chinese Taipei|YONEX Chinese Taipei Open 2018|2018-10-02 00:00|HSBC BWF World Tour Super 300
2018-10-07 23:59|F1CE1DF0-BF4A-4DED-B9DF-4522D42A2494|Mandalay, Myanmar|Badminton Asia Junior U17 & U15 Championships 2018|2018-10-03 00:00|none
2018-10-07 23:59|D6DB4605-0792-468A-A20A-043A3241DB81|Sofia, Bulgaria|Babolat Bulgarian International 2018|2018-10-04 00:00|Future Series
2018-10-07 23:59|1878739F-BFCF-4CC0-8327-7FC6548642AE|Trencin, Slovakia|Slovak Junior 2018|2018-10-05 00:00|Junior International Series
2018-10-07 23:59|DBE8C610-73A6-46EF-A11D-AA1F1EACCA4E|Vilnius, Lithuania|YONEX Lithuanian U17 International 2018|2018-10-05 00:00|none
2018-10-13 23:59|62CF57E0-E40B-42D8-B04B-4A4891183AA5|Jakarta, Indonesia|Asian Para Games 2018|2018-10-06 00:00|none
2018-10-12 23:59|02CC49DD-1541-47FE-914D-5A285C4AD18C|Buenos Aires, Argentina|Youth Olympic Games 2018|2018-10-07 00:00|Grade 1 – Individual Tournaments
2018-10-12 23:59|ED18B59B-F467-4A7F-A19F-58243AFA76E5|Buenos Aires, Argentina|Youth Olympic Games Relay Team 2018|2018-10-07 00:00|Grade 1 – Team Tournaments
2018-10-14 23:59|0583C234-7DF7-430A-B87D-6D94475FB2E9|Almere, Netherlands|YONEX Dutch Open 2018|2018-10-09 00:00|BWF Tour Super 100
2018-10-21 00:00|3A8EA497-F9DF-4795-9154-D69CC244069B|Campinas, Brazil|5th Mercosul International Series 2018 - Cancelled|2018-10-10 00:00|International Series
2018-10-21 23:59|7285EA57-347D-4D3B-AD28-2EFBD4890DDB|Odense, Denmark|DANISA Denmark Open 2018|2018-10-16 00:00|HSBC BWF World Tour Super 750
2018-10-21 23:59|A45AFC65-1A62-43FB-B63F-4C40447056F2|Singapore, Singapore|Singapore International Series 2018|2018-10-16 00:00|International Series
2018-10-21 23:59|98FEFCF5-3BBF-4DC8-BFE0-B2F140F3C7AA|Odense, Denmark|Victor Denmark Para-Badminton 2018 presented by Danisa|2018-10-17 00:00|none
2018-10-21 23:59|58FA2FA8-D040-45CF-BB90-B75A8B019247|Chania, Greece|Hellas Open 2018|2018-10-18 00:00|International Series
2018-10-21 23:59|BB74C907-D2B8-4010-97CD-AF4EEAF1C014|Santo Domingo, Dominican Republic|III Santo Domingo Junior International 2018|2018-10-18 00:00|Junior Future Series
2018-10-21 23:59|3EEBA74B-B14A-4279-ACCA-8043B82740F3|Mödling, Austria|Austrian U17 International 2018|2018-10-19 00:00|none
2018-10-21 23:59|C6EE92A0-5F31-4AB3-91C2-6B0BF3581313|Mirna, Slovenia|TEM Slovenia Junior International 2018|2018-10-19 00:00|Junior International Series
2018-10-26 23:59|7D48E3CC-E808-4F29-AE55-4A121E5CAE5D|Santo Domingo, Dominican Republic|IX Santo Domingo Open 2018|2018-10-22 00:00|International Series
2018-10-28 23:59|19FE013F-C311-4DE9-A9E2-B73A9AF63AFC|Surabaya, Indonesia|PAYTREN BERKAT ABADI Indonesia International Challenge 2018|2018-10-23 00:00|International Challenge
2018-10-28 23:59|8FD27ADF-A823-42B0-817A-7AC3AAE1CFDD|Paris, France|YONEX French Open 2018|2018-10-23 00:00|HSBC BWF World Tour Super 750
2018-10-27 23:59|C44E2E90-372D-422D-8568-C5A167B377F6|Kibbutz Hatzor, Israel|Hatzor International 2018|2018-10-24 00:00|Future Series
2018-10-28 00:00|52077FF2-5F30-4D3F-81CB-6DF5D4F2DDE6|Osaka, Japan|YONEX Cup International Friendship Ladies Badminton Tournament 2018|2018-10-24 00:00|none
2018-10-28 23:59|3AD3A5FD-BC97-4923-80EB-48882B98D01B|Cairo, Egypt|Egypt International 2018|2018-10-25 00:00|International Series
2018-10-28 23:59|AB22D84D-4EB3-45D2-8697-FF0785D59601|Osaka, Japan|YONEX Cup International Friendship Ladies Badminton Tournament 2018|2018-10-25 00:00|Other
2018-10-28 23:59|B6676AA6-5ADA-4E4B-8FA9-2BF0AAFE3760|Espoo, Finland|FZ FORZA Finnish Junior 2018|2018-10-26 00:00|Junior International Series
2018-11-04 23:59|1E3283ED-B678-42A1-BE6B-0E1E8A8C662D|Macau City, Macau|Macau Open 2018|2018-10-30 00:00|HSBC BWF World Tour Super 300
2018-11-04 23:59|5AE354D3-2048-4168-A417-EA23F2845D00|Saarbrucken, Germany|SaarLorLux Open 2018|2018-10-30 00:00|BWF Tour Super 100
2018-11-04 23:59|8860E193-E122-46B9-A88A-D99BA1E2E399|Isa Town, Bahrain|Bahrain International Series 2018|2018-10-31 00:00|International Series
2018-11-04 23:59|4556B0A6-2F52-4A73-B9CC-F7E12CAD4031|Rodez, France|VYV BWF European Para-Badminton Championships 2018|2018-10-31 00:00|none
2018-11-04 00:00|FD327B0C-082B-4C1A-96FE-7C2A82CFAF31|Casablanca, Morocco|Morocco International 2018 - Cancelled|2018-11-01 00:00|Future Series
2018-11-04 23:59|8EAC112E-8043-48F3-B346-A156519D0ED9|Budaors, Hungary|43rd YONEX Hungarian International Championships 2018|2018-11-01 00:00|International Challenge
2018-11-10 23:59|8A178E71-73D8-4FE3-B134-B358B70B75BD|Markham, Canada|Li NING BWF World Junior Mixed Team Championships 2018|2018-11-05 00:00|Grade 1 – Team Tournaments
2018-11-11 23:59|516667B8-6B2A-4A3D-A1F9-479697494345|Fuzhou, China|Fuzhou China Open 2018|2018-11-06 00:00|HSBC BWF World Tour Super 750
2018-11-11 23:59|69FB9EEA-D0ED-471A-9F22-BFF36E695720|Penang, Malaysia|Malaysia International Series 2018|2018-11-06 00:00|International Series
2018-11-11 23:59|115D7C44-47FF-4C05-B9BE-EC7BC342C1CA|Sandefjord, Norway|Norwegian International 2018|2018-11-08 00:00|International Series
2018-11-11 23:59|DB13702B-91C2-4F38-9706-1E8E96D32FCE|Lima, Peru|Pan Am Para-Badminton Championships 2018|2018-11-08 00:00|none
2018-11-18 23:59|F6B352FE-DD7C-4F36-9F85-690ECB3C7D5A|Markham, Canada|LI NING BWF World Junior Championship 2018|2018-11-12 00:00|Grade 1 – Individual Tournaments
2018-11-18 00:00|48701D70-9EA5-49C5-908F-F90B0E4DF4DF|Paramaribo, Suriname|XII Suriname International 2018|2018-11-13 00:00|International Series
2018-11-18 00:00|E690654F-67E6-4B06-B3D4-12C0A487388B|Kowloon, Hong Kong|YONEX-SUNRISE Hong Kong Open 2018|2018-11-13 00:00|HSBC BWF World Tour Super 500
2018-11-17 00:00|D1AE0987-DCF6-4BFB-8E1E-E83099025AF1|Dublin, Ireland|AIG FZ FORZA Irish Open 2018|2018-11-14 00:00|International Series
2018-11-18 00:00|FAF63FF8-FC7B-4182-B6E7-43203E85EE51|Dubai, United Arab Emirates|Dubai International Challenge 2018|2018-11-14 00:00|International Challenge
2018-11-20 23:59|D5931FB9-9085-44AE-8A7E-99B0AA2936AD|Uralsk, Kazakhstan|Badminton Asia Regional Under 15 & 13 ( Central Asia) 2018|2018-11-17 00:00|none
2018-11-25 00:00|E9E7465B-31C1-4F53-A561-540E256B0F2C|Lucknow, India|Syed Modi International Badminton Championships 2018|2018-11-20 00:00|HSBC BWF World Tour Super 300
2018-11-25 00:00|B092BC4D-1959-42BF-A5B7-24B63C3DE316|Glasgow, Scotland|Scottish Open 2018|2018-11-21 00:00|BWF Tour Super 100
2018-11-25 00:00|18B3BD09-F665-405D-A0C6-BD822AD8A902|Uralsk, Kazakhstan|Condensate Apacs Kazakhstan International Series 2018|2018-11-22 00:00|International Series
2018-11-25 23:59|59463FFA-1FBD-428F-B25D-0E64F8C3A258|Geelong, Australia|Australia Para-Badminton International 2018|2018-11-22 00:00|none
2018-11-25 23:59|DED4453E-13D8-4F47-AF0A-0D1B0364AC74|Gaborone, Botswana|Botswana International 2018|2018-11-22 00:00|Future Series
2018-11-25 23:59|5894D624-5224-47AE-96DC-8E8F7CCBCF5D|Semnan City, Iran|Iran Junior International Series 2018 -Cancelled|2018-11-22 00:00|Junior International Series
2018-11-25 23:59|F1F67F39-75B7-4137-AB6C-1FD8BDC86E7B|Brežice, Slovenia|VICTOR Slovenia Future Series 2018|2018-11-22 00:00|Future Series
2018-11-25 23:59|B69D7720-F8B0-468E-BB35-047C3D9D341A|Orlova Lutyne, Czech Republic|Czech Junior 2018|2018-11-23 00:00|Junior International Series
2018-11-27 23:59|DD44E800-62B7-4BAD-B3ED-B780421AA075|Geelong, Australia|VICTOR Oceania Para-Badminton Championships 2018|2018-11-26 00:00|none
2018-12-02 23:59|EE483616-03B1-4AC6-8036-0E40902E7FCC|Singapore, Singapore|Singapore Youth International Series 2018|2018-11-26 00:00|Junior International Series
2018-12-02 00:00|58E13247-5207-4C64-966B-6795EA76A60F|Gwangju, Korea|GWANGJU Korea Masters 2018|2018-11-27 00:00|HSBC BWF World Tour Super 300
2018-12-01 23:59|5F02E1FA-3CC7-471D-9C16-0679981B87FA|Cardiff, Wales|VICTOR Welsh International 2018|2018-11-28 00:00|International Series
2018-12-02 00:00|492C07A2-3C27-4DE9-AAE2-B1A9B96F0F26|Santo Domingo, Dominican Republic|Dominican Open 2018|2018-11-28 00:00|Future Series
2018-12-02 00:00|5D8809B6-8257-464C-B583-1363F913E233|Mumbai, India|Tata Open India International Challenge 2018|2018-11-28 00:00|International Challenge
2018-12-02 23:59|38A9EA04-C041-4A10-A36F-6FE633B5C68F|Lusaka, Zambia|Zambia International 2018|2018-11-29 00:00|Future Series
2018-12-02 23:59|25C922D0-7ADB-4860-87AF-5DF11ABD2E4E|Medvode, Slovenia|FZ FORZA U17 Medvode International 2018|2018-11-30 00:00|none
2018-12-02 23:59|723700DC-0A01-4A28-8D35-823DCBFE8CD4|Caldas da Rainha, Portugal|X Portuguese International Junior Championships|2018-11-30 00:00|Junior International Series
2018-12-08 23:59|C3884BF2-D521-4EDB-A587-21BD695FB884|Tripureshwor, Nepal|YONEX SUNRISE Nepal International Series 2018|2018-12-04 00:00|International Series
2018-12-09 23:59|009AB07D-55BF-4A37-AE63-33BB706B636E|San Salvador, El Salvador|El Salvador International 2018|2018-12-05 00:00|Future Series
2018-12-09 23:59|25F0D26D-BC7C-4060-8470-8AB88EA65819|Sofia, Bulgaria|European Mixed Team Championships Qualification Group 7|2018-12-06 00:00|none
2018-12-09 23:59|A92C11B7-56DE-4D1B-A736-D3A362488ACF|Cape Town, South Africa|South Africa International 2018|2018-12-06 00:00|Future Series
2018-12-09 23:59|A3B5CF51-5D85-4B1C-B897-C550DC8307AF|Milton Keynes, England|European Mixed Team Championships Qualification Group 1|2018-12-07 00:00|none
2018-12-09 23:59|4FFA8927-A52D-4B09-96A6-EDD3BA00EBD1|Ciorescu (Chisinau), Moldova|European Mixed Team Championships Qualification Group 2|2018-12-07 00:00|none
2018-12-09 23:59|38EAEB66-533D-4E70-A65B-CD5927F8E8E8|Caldas da Rainha, Portugal|European Mixed Team Championships Qualification Group 3|2018-12-07 00:00|none
2018-12-09 23:59|54ECC945-FF32-4099-9DE8-EE6E2E0E6ECC|Aire sur la lys, France|European Mixed Team Championships Qualification Group 4|2018-12-07 00:00|none
2018-12-09 23:59|5C52552B-9FEB-4B51-BC3E-8BCA90218F25|Erlangen, Germany|European Mixed Team Championships Qualification Group 5|2018-12-07 00:00|none
2018-12-09 23:59|B877D7B5-A507-4865-AFCD-CC651B68E547|Sobotka, Poland|European Mixed Team Championships Qualification Group 6|2018-12-07 00:00|none
2018-12-09 23:59|C3872C82-D597-45DD-B31E-41C09CD3BC85|Tartu, Estonia|Yonex Estonian Junior 2018|2018-12-07 00:00|Junior International Series
2018-12-09 23:59|C6A1A840-3808-4653-B597-47731141C111|Tartu, Estonia|YONEX Estonian U17 International 2018|2018-12-07 00:00|none
2018-12-11 23:59|3117F4AF-F35B-42ED-8D65-01D81E0FF3A0|Nay Pyi Taw, Myanmar|19th AUG Badminton 2018 (Team Events)|2018-12-09 00:00|none
2018-12-16 23:59|59F1DFD7-8503-4186-9DC0-1DDBB6D641C2|Miryang city, Korea|MIRYANG WONCHEON YONEX Korea Junior Open International Challenge 2018|2018-12-10 00:00|Junior International Challenge
2018-12-16 23:59|487EFE96-508B-4DAB-B394-F67293D79919|Dhaka, Bangladesh|YONEX - SUNRISE  Bangladesh International Challenge|2018-12-11 00:00|International Challenge
2018-12-16 23:59|F0D25C8F-6A9A-49DE-97FC-E58E3DB74CF1|Guangzhou, China|HSBC BWF World Tour Finals 2018|2018-12-12 00:00|HSBC BWF World Tour Finals
2018-12-16 23:59|0FF43ADE-98B5-4B8C-8D10-62FC5368A5DB|Ankara, Turkey|Turkey Junior International 2018|2018-12-13 00:00|Junior International Series
2018-12-16 23:59|B87801EB-4B22-4A92-B2BC-E45632413DD3|Milan, Italy|YONEX Italian International 2018|2018-12-13 00:00|International Challenge
2018-12-16 23:59|991E58D1-D0C7-4CA2-8BAA-F6D371C1A1EC|Nicosia, Cyprus|Cyprus U17 International 2018|2018-12-14 00:00|none
2018-12-20 23:59|08BEED1A-4169-4079-840C-3024397F03B3|Ankara, Turkey|Turkey International 2018|2018-12-17 00:00|International Series
2018-12-23 23:59|7D93B7EC-A264-41CA-8509-16E18674B704|Dhaka, Bangladesh|YONEX - SUNRISE  Bangladesh International Junior|2018-12-17 00:00|Junior International Series
2018-12-22 23:59|7E916863-0B49-4CBC-A7A8-9497131AE1E2|Orange County, U.S.A.|2018 YONEX/K&D GRAPHICS International Challenge|2018-12-18 00:00|International Challenge
2019-01-13 23:59|28E9DAAF-158B-4759-96F5-79B323E83F9C|Bangkok, Thailand|PRINCESS SIRIVANNAVARI Thailand Masters 2019|2019-01-08 00:00|HSBC BWF World Tour Super 300
2019-01-13 23:59|82C1AB6C-5651-4E01-B529-A36C20E7866D|Tallinn, Estonia|YONEX Estonian International 2019|2019-01-10 00:00|International Series
2019-01-20 23:59|736FF7F1-4E8D-470A-BE0B-4E3BA6DF7521|Kuala Lumpur, Malaysia|PERODUA Malaysia Masters 2019|2019-01-15 00:00|HSBC BWF World Tour Super 500
2019-01-20 23:59|47BF3706-AC2C-41EE-851D-2227F3DF1688|Lund, Sweden|RSL Swedish Open 2019|2019-01-17 00:00|International Series
2019-01-20 23:59|61655554-6A72-492A-A33F-17D057395E96|Przemysl, Poland|VICTOR Polish Junior 2019|2019-01-17 00:00|Junior International Series
2019-01-27 23:59|1739CF17-112E-4664-829D-24650DAF4096|Jakarta, Indonesia|DAIHATSU Indonesia Masters 2019|2019-01-22 00:00|HSBC BWF World Tour Super 500
2019-01-27 23:59|438BD7DB-30A7-4E3D-A900-BC2C91E2FE30|Reykjavik, Iceland|Iceland International 2019|2019-01-24 00:00|Future Series
2019-01-27 23:59|ABAED216-8F60-4C8B-B0B9-E1A25B4B5B5F|Uppsala, Sweden|Swedish Junior 2019|2019-01-25 00:00|Junior International Series
2019-01-27 23:59|6A6FC63B-75A6-4CC8-83D1-91DBAFF63F3A|Uppsala, Sweden|Swedish U17 International 2019|2019-01-25 00:00|none
2019-02-07 23:59|05076907-BD2F-4F6A-AECC-613367365893|Tehran, Iran|The 28th Iran Fajr International Challenge 2019|2019-02-04 00:00|International Challenge
2019-02-09 23:59|68B9ABCD-C479-4266-8D54-89D725337602|Kuala Lumpur, Malaysia|Test FB|2019-02-05 00:00|none
2019-02-10 23:59|B9128F5C-021C-4FFE-AA3B-1343C4A07FFA|Pécs, Hungary|9th MULTI ALARM Hungarian International Junior Championships 2019|2019-02-07 00:00|Junior International Series
2019-02-14 23:59|C78B4E3F-87DA-49D9-A178-8BE8EC07C847|Melbourne, Australia|VICTOR Oceania Championships 2019|2019-02-11 00:00|Continental Individual Championships
2019-02-14 23:59|5A231A14-63EF-4A3E-9554-BCCAA382B25E|Melbourne, Australia|VICTOR Oceania Junior Championships 2019|2019-02-11 00:00|Continental Junior Individual Championships
2019-02-14 23:59|78F1FD7A-2C7A-4C96-B83A-12BE8C746AE7|Sharjah, United Arab Emirates|IWAS World Games 2019|2019-02-13 00:00|none
2019-02-17 23:59|0CF2AF97-D399-4AA4-B60D-698FE28E40EB|Copenhagen, Denmark|2019 European Mixed Team Championships|2019-02-13 00:00|"Continental Team Championships
"
2019-02-17 23:59|7554C0F1-FC34-45EE-A204-5AEBA25187FE|Lima, Peru|XXIII Pan Am Mixed Team Continental  Championships|2019-02-14 00:00|"Continental Team Championships
"
2019-02-17 23:59|8879514A-E428-40A7-B1BC-3518FB6ADD36|Melbourne, Australia|VICTOR Oceania Junior Mixed Team Championships 2019|2019-02-15 00:00|Continental Junior Team Championships
2019-02-17 23:59|8341A3D8-C292-48C9-B76A-F9527BFFFCC8|Melbourne, Australia|VICTOR Oceania Mixed Team Championships 2019|2019-02-15 00:00|"Continental Team Championships
"
2019-02-17 23:59|BCEF007D-C05B-4ACB-AA2B-3661D4F2B56D|Oviedo, Spain|XIII IBERDROLA Spanish Junior International 2019|2019-02-15 00:00|Junior International Series
2019-02-17 23:59|B8F8BAE2-7000-4F74-B119-F353FE160C83|Aire sur la Lys, France|YONEX France U17 Open 2019|2019-02-15 00:00|none
2019-02-24 23:59|277815DE-0F9F-4BB4-842F-AE0AF0496ACF|Barcelona, Spain|Barcelona Spain Masters 2019|2019-02-19 00:00|HSBC BWF World Tour Super 300
2019-02-24 23:59|256313FF-17D5-4518-A808-AEF21C029B38|Vientiane, Lao|BEER LAO International Series 2019|2019-02-19 00:00|International Series
2019-02-23 23:59|31E42D1D-ABB0-46C5-A247-927A9890DC2A|Vienna, Austria|Austrian Open 2019|2019-02-20 00:00|International Challenge
2019-02-24 23:59|5C44AE6A-5982-4828-8CB4-2038CEA330D6|KAMPALA, Uganda|Uganda International 2019|2019-02-21 00:00|International Series
2019-02-24 23:59|4A992ADB-1E74-43C4-83AA-801234F2F12F|Milan, Italy|YONEX Italian Junior 2019|2019-02-22 00:00|Junior International Series
2019-03-03 23:59|444F7F0E-65BC-4F1E-A602-08ED7B5962A4|Muelheim an der Ruhr, Germany|YONEX German Open 2019|2019-02-26 00:00|HSBC BWF World Tour Super 300
2019-03-02 23:59|23011C9F-D6D9-4EC3-8D2F-D06B4B6C745C|Trencin, Slovakia|FZ FORZA Slovak Open 2019|2019-02-27 00:00|Future Series
2019-03-03 23:59|7B266DB0-03A3-4395-98A1-DA5ED7CCA4E7|Haarlem, Netherlands|YONEX Dutch Junior International 2019|2019-02-27 00:00|Junior International Grand Prix
2019-03-02 23:59|5A56305A-841C-48AD-88D3-553D311F10A1|Nairobi, Kenya|Kenya international 2019|2019-02-28 00:00|Future Series
2019-03-10 23:59|BBA0B9E7-2EEB-48B3-B198-3D29A23A9B63|Kingston, Jamaica|V Jamaica International 2019|2019-03-06 00:00|International Series
2019-03-10 23:59|035C09CF-D0E7-47DB-A774-8634B0CC5E7B|Birmingham, Great Britain|YONEX All England Open Badminton Championships 2019|2019-03-06 00:00|HSBC BWF World Tour Super 1000
2019-03-09 23:59|87CE28DD-CFEE-40F6-A29E-9C9F63BB61E2|Kuala Lumpur, Malaysia|test_060219|2019-03-07 00:00|none
2019-03-10 23:59|BB21DE20-7675-4401-AD16-485FEAD06DC2|Caldas da Rainha, Portugal|54 Portuguese International Championships 2019|2019-03-07 00:00|International Series
2019-03-10 23:59|FFB09744-0805-40B0-A93C-6F92453094F6|Berlin, Germany|YONEX German Junior 2019|2019-03-07 00:00|Junior International Grand Prix
2019-03-16 23:59|6CFEEBD4-EFEA-4DB3-A160-951722B33C47|Medan, Indonesia|DAIHATSU ASTEC U13,U15,U17 2019|2019-03-12 00:00|none
2019-03-17 23:59|AF6465A7-574C-483F-A82C-9D626EA06BF5|Lingshui, China|Lingshui China Masters 2019|2019-03-12 00:00|BWF Tour Super 100
2019-03-17 23:59|FB37C55D-4533-47A9-AEE9-EE0F996F1F5B|Basel, Switzerland|YONEX Swiss Open 2019|2019-03-12 00:00|HSBC BWF World Tour Super 300
2019-03-17 23:59|0E0B9957-5BED-4C04-927F-7424D5E17FC4|La Habana, Cuba|XX Giraldilla 2019|2019-03-13 00:00|Future Series
2019-03-16 23:59|AA94142D-D4EC-4067-BC4E-5C442AAAFB14|Rishon Le zion, Israel|AMOT Israel Junior 2019|2019-03-14 00:00|Junior International Series
2019-03-17 23:59|9D21ED48-68DC-4A9D-B01B-10B83A8E2DCD|Pszczyna, Poland|VICTOR Polish U17 International 2019|2019-03-15 00:00|none
2019-03-24 23:59|93400967-4EC2-4202-8A9E-F9966C4587EB|Edmonton, Canada|Canadian Junior International 2019|2019-03-19 00:00|Junior Future Series
2019-03-24 23:59|35C0798A-84D4-4BDC-824C-F1EEE3E9A6D2|ORLEANS, France|Orléans Masters 2019|2019-03-19 00:00|BWF Tour Super 100
2019-03-24 23:59|6E16BA47-5B06-43A3-B610-CF6D436A233D|Hong Kong China, Hong Kong|Tong Yun Kai Cup 2019|2019-03-19 00:00|"Continental Team Championships
"
2019-03-24 23:59|EF9D326F-F6BB-4AEB-9010-FE59D4DC65A4|Auckland, New Zealand|YONEX North Harbour International 2019|2019-03-21 00:00|Future Series
2019-03-30 23:59|28BD57E5-E8A4-48EA-BDCB-36CF300A824F|Antalya, Turkey|5th Turkish Para-Badminton International - ENESCUP 2019|2019-03-25 00:00|none
2019-03-31 23:59|03EA9D0E-12C8-4036-A647-00B2A7076209|New Delhi, India|YONEX-SUNRISE India Open 2019|2019-03-26 00:00|HSBC BWF World Tour Super 500
2019-03-31 23:59|719A1C1D-E409-48AC-B379-BB9BD35FE248|Americana, Brazil|Brazil Junior International 2019|2019-03-28 00:00|Junior Future Series
2019-03-31 23:59|632A7C32-3BFC-4141-8839-36884A3FDF23|Częstochowa, Poland|YONEX Polish Open 2019|2019-03-28 00:00|International Challenge
2019-03-31 23:59|83CDA66D-1430-4173-8AE9-BED9CFD57006|Hamilton, New Zealand|YONEX Waikato International 2019|2019-03-28 00:00|International Series
2019-03-31 23:59|C8FAB4AA-D83E-435F-9F78-6D998AA8D820|Sigulda, Latvia|YONEX Latvia U17 International 2019|2019-03-29 00:00|none
2019-04-07 23:59|E763643E-1B23-4B6B-AA02-E41ACEB4A7FA|Dubai, United Arab Emirates|2nd Fazza- Dubai Para-Badminton International 2019|2019-04-02 00:00|none
2019-04-07 23:59|F21EDFA6-0F3F-4B4A-833C-5C9F7400CF1B|Kuala Lumpur, Malaysia|CELCOM AXIATA Malaysia Open 2019|2019-04-02 00:00|HSBC BWF World Tour Super 750
2019-04-07 23:59|AF94F3D6-6417-4D30-89BF-D7189676C520|Moriguchi, Japan|YONEX Osaka International Challenge 2019|2019-04-03 00:00|International Challenge
2019-04-06 23:59|C11C550F-0226-40C0-A461-D4614C60019D|Český Krumlov, Czech Republic|FZ FORZA Czech U17 International 2019|2019-04-04 00:00|none
2019-04-07 23:59|0572AAA4-62DC-43EC-B9C3-109006EF0F2F|Vantaa, Finland|Finnish Open 2019|2019-04-04 00:00|International Challenge
2019-04-07 23:59|E436EC08-33F1-450D-8723-008F2C3B3CDB|Dubrovnik, Croatia|Valamar Junior Open 2019|2019-04-05 00:00|Junior International Series
2019-04-14 23:59|32EE91D3-943E-46EB-80ED-B12F8E0E22E5|Hanoi, Vietnam|Ciputra Hanoi - Yonex Sunrise Vietnam International Challenge 2019|2019-04-09 00:00|International Challenge
2019-04-14 23:59|63DE66EF-A758-4B76-A1E8-C196C1163F65|Singapore, Singapore|Singapore Open 2019|2019-04-09 00:00|HSBC BWF World Tour Super 500
2019-04-14 23:59|4EA4DAA3-1E96-41AB-AEC9-65E968B93E9E|Wateringen, Netherlands|20th VICTOR Dutch International 2019|2019-04-11 00:00|International Series
2019-04-21 23:59|FCC4DCB8-6C2E-41B2-9798-88714E210746|Zagreb, Croatia|VICTOR Croatian International 2019|2019-04-18 00:00|Future Series
2019-04-21 23:59|E7FBFFF1-076F-4EED-B2D8-336D1BE28638|Nicosia, Cyprus|LI-NING  Cyprus Junior 2019|2019-04-19 00:00|Junior International Series
2019-04-21 23:59|4E009E74-3A74-4F5D-B480-66169ED8D375|Edegem, Belgium|VICTOR JOT U17 2019|2019-04-19 00:00|none
2019-04-25 23:59|D3291E67-045C-4924-9E46-DE6EA4F98100|Port Hacourt, Nigeria|All Africa Individual Championships 2019|2019-04-22 00:00|Continental Individual Championships
2019-04-28 23:59|21A30699-7C75-40EE-BE6C-930BF23B8736|Wuhan, China|Badminton Asia Championships 2019|2019-04-23 00:00|Continental Individual Championships
2019-04-28 23:59|2AFF3C17-398B-4F38-95A2-8BCFB613736E|Kampala, Uganda|Uganda Para-Badminton International 2019|2019-04-23 00:00|none
2019-04-28 23:59|004A1134-5CC9-41CD-936E-9DDC58F341D1|Bangkok, Thailand|YONEX-ROZA BTY Junior International Challenge 2019|2019-04-23 00:00|Junior International Challenge
2019-04-28 23:59|14A6087C-44EC-4DEB-9778-F0826A5D017E|Aguascaientes, Mexico|XXIII Pan Am individual Championships 2019|2019-04-25 00:00|Continental Individual Championships
2019-05-05 23:59|2E8D2F4B-98AE-4874-8222-77E7E2FFD0C6|Auckland, New Zealand|BARFOOT & THOMPSON New Zealand Open 2019|2019-04-30 00:00|HSBC BWF World Tour Super 300
2019-05-05 23:59|65A64F86-20A6-45A8-865E-16EFE225E0D1|Tangerang Selatan, Indonesia|Pembangunan Jaya Raya Junior Grand Prix 2019|2019-04-30 00:00|Junior International Grand Prix
2019-05-05 23:59|3ABB8344-A21A-488B-881D-90F6EFDE2ABB|Campinas, Brazil|34th Brazil International Challenge 2019|2019-05-01 00:00|International Challenge
2019-05-05 00:00|9ADD9C20-232C-4EB3-8D93-BAE9E4F4104E|Thessaloniki, Greece|Hellas International 2019|2019-05-02 00:00|Future Series
